state,district,ga_id,ga_name,entity,entity_group,note
Telangana,Mulugu,9.70,"Jangaon, Jayashankar Bhupalpally, Mahabubabad, Warangal Urban & Warangal Rural Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,district named in GA title (PDF column under-filled)
Telangana,Nagarkurnool,11.55,"Jogulamba Gadwal, Nagarkurnool, Mahabubnagar, Narayanpet, Wanaparthy and Yadgir districts#",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Nalgonda,9.73,Nalgonda Suryapet & Yadadri Bhuvanagiri Districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Narayanpet,11.55,"Jogulamba Gadwal, Nagarkurnool, Mahabubnagar, Narayanpet, Wanaparthy and Yadgir districts#",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Nirmal,11.54,"Nizamabad, Adilabad, Nirmal, Mancherial Kumuram Bheem Asifabad and Kamareddy districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Telangana,Nizamabad,11.54,"Nizamabad, Adilabad, Nirmal, Mancherial Kumuram Bheem Asifabad and Kamareddy districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Telangana,Peddapalli,9.69,"Jagtial, Peddapalli, Karimnagar & Rajanna Sircilla Districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Telangana,Rajanna Sircilla,9.69,"Jagtial, Peddapalli, Karimnagar & Rajanna Sircilla Districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Telangana,Ranga Reddy,9.72,"Medchal-Malkajgiri, Ranga Reddy & Vikarabad Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Ranga Reddy,99.09,Hyderabad,Bhagyanagar Gas Limited,Bhagyanagar Gas Limited,
Telangana,Sangareddy,9.71,"Medak, Siddipet & Sangareddy Districts",Torrent Gas Private Limited,Torrent Gas,
Telangana,Sangareddy,99.09,Hyderabad,Bhagyanagar Gas Limited,Bhagyanagar Gas Limited,
Telangana,Siddipet,9.71,"Medak, Siddipet & Sangareddy Districts",Torrent Gas Private Limited,Torrent Gas,
Telangana,Suryapet,9.73,Nalgonda Suryapet & Yadadri Bhuvanagiri Districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Vikarabad,9.72,"Medchal-Malkajgiri, Ranga Reddy & Vikarabad Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Wanaparthy,11.55,"Jogulamba Gadwal, Nagarkurnool, Mahabubnagar, Narayanpet, Wanaparthy and Yadgir districts#",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Warangal Rural,9.70,"Jangaon, Jayashankar Bhupalpally, Mahabubabad, Warangal Urban & Warangal Rural Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Warangal Urban,9.70,"Jangaon, Jayashankar Bhupalpally, Mahabubabad, Warangal Urban & Warangal Rural Districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Telangana,Yadadri Bhuvanagiri,9.73,Nalgonda Suryapet & Yadadri Bhuvanagiri Districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Tripura,Dhalai,11.57,"Dhalai, North Tripura, Unakoti and Khowai",North East Gas Distribution Private Limited,North East Gas Distribution Private Limited,
Tripura,Gomati,9.74,Gomati District,Tripura Natural Gas Company Limited,Tripura Natural Gas Company Limited,
Tripura,Khowai,11.57,"Dhalai, North Tripura, Unakoti and Khowai",North East Gas Distribution Private Limited,North East Gas Distribution Private Limited,
Tripura,North Tripura,11.57,"Dhalai, North Tripura, Unakoti and Khowai",North East Gas Distribution Private Limited,North East Gas Distribution Private Limited,
Tripura,Sipahijala,11.56,South Tripura and Sepahijala district,North East Gas Distribution Private Limited,North East Gas Distribution Private Limited,
Tripura,South Tripura,11.56,South Tripura and Sepahijala district,North East Gas Distribution Private Limited,North East Gas Distribution Private Limited,
Tripura,Unokoti,11.57,"Dhalai, North Tripura, Unakoti and Khowai",North East Gas Distribution Private Limited,North East Gas Distribution Private Limited,
Tripura,West Tripura,9.75,West Tripura (EAAA) District,Tripura Natural Gas Company Limited,Tripura Natural Gas Company Limited,EAAA
Tripura,West Tripura,99.16,Agartala,Tripura Natural Gas Company Limited,Tripura Natural Gas Company Limited,
Uttar Pradesh,Agra,99.10,Agra,Green Gas Limited,Green Gas Limited,
Uttar Pradesh,Aligarh,9.76,"Bulandshahr District (EAAA), Aligarh & Hathras Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Uttar Pradesh,Aligarh,99.13,Firozabad (Taj Trapezium Zone),GAIL Gas Limited,GAIL Gas Limited,
Uttar Pradesh,Ambedkar Nagar,10.38,Basti and Ambedkarnagar Districts,Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Amethi,9.78,"Amethi, Pratapgarh & Raebareli Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Amroha,11.58,Amroha (except area already authorized) & Sambhal (except area already authorized) districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,except area already authorized
Uttar Pradesh,Auraiya,9.79,"Auraiya, Kanpur Dehat & Etawah Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Ayodhya,9.80,Faizabad & Sultanpur Districts,Green Gas Limited,Green Gas Limited,
Uttar Pradesh,Azamgarh,10.36,"Azamgarh, Mau and Ballia Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Baghpat,8.06,Bagpat District,Bagpat Green Energy Private Limited,Bagpat Green Energy Private Limited,
Uttar Pradesh,Bahraich,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich, Shrawasti, Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Ballia,10.36,"Azamgarh, Mau and Ballia Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Balrampur,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich, Shrawasti, Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Banda,11.63,"Banda, Chitrakoot and Mahoba",Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Barabanki,10.40,Gonda and Barabanki Districts,Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Bareilly,10.37,"Bareilly (EAAA) District, Pilibhit and Rampur Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,EAAA
Uttar Pradesh,Bareilly,99.03,Bareilly,Central UP Gas Limited,Central UP Gas Limited,
Uttar Pradesh,Basti,10.38,Basti and Ambedkarnagar Districts,Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Bhadohi,9.77,"Allahabad District (EAAA), Bhadohi & Kaushambi Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Uttar Pradesh,Bijnor,10.46,Bijnor and Nainital Districts,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Budaun,10.45,Shahjahanpur and Budaun Districts,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Bulandshahr,8.05,Bulandshahr (part) District,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,part
Uttar Pradesh,Bulandshahr,9.76,"Bulandshahr District (EAAA), Aligarh & Hathras Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,EAAA
Uttar Pradesh,Bulandshahr,98.01,Khurja,Adani Total Gas Limited,Adani Total Gas Limited,
Uttar Pradesh,Chandauli,10.44,"Mirzapur, Chandauli and Sonbhadra Districts",GAIL Gas Limited,GAIL Gas Limited,
Uttar Pradesh,Chitrakoot,11.63,"Banda, Chitrakoot and Mahoba",Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Deoria,11.07,"Gopalganj, Siwan, West Champaran, East Champaran and Deoria districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Etah,10.39,"Farrukhabad, Etah and Hardoi Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Etawah,9.79,"Auraiya, Kanpur Dehat & Etawah Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Farrukhabad,10.39,"Farrukhabad, Etah and Hardoi Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Fatehpur,10.42,"Kanpur (EAAA) District, Fatehpur and Hamirpur Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Firozabad,99.13,Firozabad (Taj Trapezium Zone),GAIL Gas Limited,GAIL Gas Limited,
Uttar Pradesh,Gautam Buddha Nagar,99.20,Noida (including Greater Noida),Indraprastha Gas Limited,Indraprastha Gas Limited,including Greater Noida
Uttar Pradesh,Ghaziabad,99.19,Ghaziabad & Hapur Districts,Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Ghazipur,10.41,Jaunpur and Ghazipur Districts,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Uttar Pradesh,Gonda,10.40,Gonda and Barabanki Districts,Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Gorakhpur,9.81,"Gorakhpur, Sant Kabir Nagar & Kushinagar Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Hamirpur,10.42,"Kanpur (EAAA) District, Fatehpur and Hamirpur Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Hapur,99.19,Ghaziabad & Hapur Districts,Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Hardoi,10.39,"Farrukhabad, Etah and Hardoi Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Hathras,9.76,"Bulandshahr District (EAAA), Aligarh & Hathras Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Uttar Pradesh,Hathras,99.13,Firozabad (Taj Trapezium Zone),GAIL Gas Limited,GAIL Gas Limited,
Uttar Pradesh,Jalaun,10.31,"Jhansi (EAAA) District, Bhind, Jalaun, Lalitpur and Datia Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Uttar Pradesh,Jaunpur,10.41,Jaunpur and Ghazipur Districts,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Uttar Pradesh,Jhansi,2.03,Jhansi,Central UP Gas Limited,Central UP Gas Limited,
Uttar Pradesh,Jhansi,10.31,"Jhansi (EAAA) District, Bhind, Jalaun, Lalitpur and Datia Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Uttar Pradesh,Kannauj,10.43,Mainpuri and Kannauj Districts,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Kanpur Dehat,9.79,"Auraiya, Kanpur Dehat & Etawah Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Kanpur Nagar,10.42,"Kanpur (EAAA) District, Fatehpur and Hamirpur Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,EAAA
Uttar Pradesh,Kanpur Nagar,99.04,Kanpur,Central UP Gas Limited,Central UP Gas Limited,
Uttar Pradesh,Kasganj,11.59,Kasganj district,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Uttar Pradesh,Kaushambi,9.77,"Allahabad District (EAAA), Bhadohi & Kaushambi Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Uttar Pradesh,Kushinagar,9.81,"Gorakhpur, Sant Kabir Nagar & Kushinagar Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Lakhimpur Kheri,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich, Shrawasti, Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Lalitpur,10.31,"Jhansi (EAAA) District, Bhind, Jalaun, Lalitpur and Datia Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Uttar Pradesh,Lucknow,99.17,Lucknow,Green Gas Limited,Green Gas Limited,
Uttar Pradesh,Maharajganj,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich, Shrawasti, Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Mahoba,11.63,"Banda, Chitrakoot and Mahoba",Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Mainpuri,10.43,Mainpuri and Kannauj Districts,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Mathura,1.03,Mathura,Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Mathura,99.13,Firozabad (Taj Trapezium Zone),GAIL Gas Limited,GAIL Gas Limited,
Uttar Pradesh,Mau,10.36,"Azamgarh, Mau and Ballia Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Meerut,1.06,Meerut,GAIL Gas Limited,GAIL Gas Limited,
Uttar Pradesh,Meerut,9.82,"Meerut District (EAAA), Muzaffarnagar & Shamli Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,EAAA
Uttar Pradesh,Mirzapur,10.44,"Mirzapur, Chandauli and Sonbhadra Districts",GAIL Gas Limited,GAIL Gas Limited,
Uttar Pradesh,Moradabad,9.83,Moradabad (EAAA) District,Torrent Gas Private Limited,Torrent Gas,EAAA
Uttar Pradesh,Moradabad,98.03,Moradabad,Torrent Gas Moradabad Limited,Torrent Gas,
Uttar Pradesh,Muzaffarnagar,9.82,"Meerut District (EAAA), Muzaffarnagar & Shamli Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Pilibhit,10.37,"Bareilly (EAAA) District, Pilibhit and Rampur Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Pratapgarh,9.78,"Amethi, Pratapgarh & Raebareli Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Prayagraj,2.02,Allahabad,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Uttar Pradesh,Prayagraj,9.77,"Allahabad District (EAAA), Bhadohi & Kaushambi Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,EAAA
Uttar Pradesh,Rae Bareli,9.78,"Amethi, Pratapgarh & Raebareli Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Rampur,10.37,"Bareilly (EAAA) District, Pilibhit and Rampur Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Saharanpur,6.02,Saharanpur District,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Sambhal,11.58,Amroha (except area already authorized) & Sambhal (except area already authorized) districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,except area already authorized
Uttar Pradesh,Sant Kabir Nagar,9.81,"Gorakhpur, Sant Kabir Nagar & Kushinagar Districts",Torrent Gas Private Limited,Torrent Gas,
Uttar Pradesh,Shahjahanpur,10.45,Shahjahanpur and Budaun Districts,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttar Pradesh,Shamli,9.82,"Meerut District (EAAA), Muzaffarnagar & Shamli Districts",Indraprastha Gas Limited,Indraprastha Gas Limited,
Uttar Pradesh,Shrawasti,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich, Shrawasti, Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Siddharthnagar,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich, Shrawasti, Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Sitapur,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich, Shrawasti, Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Uttar Pradesh,Sonbhadra,10.44,"Mirzapur, Chandauli and Sonbhadra Districts",GAIL Gas Limited,GAIL Gas Limited,
Uttar Pradesh,Sultanpur,9.80,Faizabad & Sultanpur Districts,Green Gas Limited,Green Gas Limited,
Uttar Pradesh,Unnao,9.84,Unnao (EAAA) District,Green Gas Limited,Green Gas Limited,EAAA
Uttar Pradesh,Varanasi,97.06,Varanasi District,GAIL (India) Limited,GAIL (India) Limited,
Uttarakhand,Almora,11.65,"Pithoragarh, Champawat, Almora, Chamoli and Bageshwar districts",Gasonet Services (UK) Limited,Gasonet Services,
Uttarakhand,Bageshwar,11.65,"Pithoragarh, Champawat, Almora, Chamoli and Bageshwar districts",Gasonet Services (UK) Limited,Gasonet Services,
Uttarakhand,Chamoli,11.65,"Pithoragarh, Champawat, Almora, Chamoli and Bageshwar districts",Gasonet Services (UK) Limited,Gasonet Services,
Uttarakhand,Champawat,11.65,"Pithoragarh, Champawat, Almora, Chamoli and Bageshwar districts",Gasonet Services (UK) Limited,Gasonet Services,
Uttarakhand,Dehradun,9.85,Dehradun District,GAIL Gas Limited,GAIL Gas Limited,
Uttarakhand,Haridwar,5.02,Haridwar District,Haridwar Natural Gas Private Limited,Haridwar Natural Gas Private Limited,
Uttarakhand,Nainital,10.46,Bijnor and Nainital Districts,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Uttarakhand,Pauri Garhwal,11.64,"Pauri Garhwal, Uttarkashi, Rudraprayag and Tehri Garhwal districts",Gasonet Services (UK) Limited,Gasonet Services,
Uttarakhand,Pithoragarh,11.65,"Pithoragarh, Champawat, Almora, Chamoli and Bageshwar districts",Gasonet Services (UK) Limited,Gasonet Services,
Uttarakhand,Rudraprayag,11.64,"Pauri Garhwal, Uttarkashi, Rudraprayag and Tehri Garhwal districts",Gasonet Services (UK) Limited,Gasonet Services,
Uttarakhand,Tehri Garhwal,11.64,"Pauri Garhwal, Uttarkashi, Rudraprayag and Tehri Garhwal districts",Gasonet Services (UK) Limited,Gasonet Services,
Uttarakhand,Udham Singh Nagar,5.01,Udham Singh Nagar District,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Uttarakhand,Uttarkashi,11.64,"Pauri Garhwal, Uttarkashi, Rudraprayag and Tehri Garhwal districts",Gasonet Services (UK) Limited,Gasonet Services,
West Bengal,Alipurduar,11.62,Alipurduar and Koch Bihar,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
West Bengal,Bankura,11.60,Purulia and Bankura districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
West Bengal,Birbhum,11A.03,"Birbhum, Murshidabad, Maldah & Dakshin Dinajpur districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Cooch Behar,11.62,Alipurduar and Koch Bihar,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
West Bengal,Dakshin Dinajpur,11A.03,"Birbhum, Murshidabad, Maldah & Dakshin Dinajpur districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Darjeeling,10.47,"Darjeeling, Jalpaiguri and Uttar Dinajpur Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Hooghly,10.48,Howrah (EAAA) District and Hoogly (EAAA) District,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Hooghly,99.14,Kolkata Muncipal Corporation and Parts of Adjoining Districts,Bengal Gas Company Limited,Bengal Gas Company Limited,
West Bengal,Howrah,10.48,Howrah (EAAA) District and Hoogly (EAAA) District,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Howrah,99.14,Kolkata Muncipal Corporation and Parts of Adjoining Districts,Bengal Gas Company Limited,Bengal Gas Company Limited,
West Bengal,Jalpaiguri,10.47,"Darjeeling, Jalpaiguri and Uttar Dinajpur Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Jhargram,11.61,"East Mednipore, West Mednipore and Jhargram districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
West Bengal,Kolkata,99.14,Kolkata Muncipal Corporation and Parts of Adjoining Districts,Bengal Gas Company Limited,Bengal Gas Company Limited,
West Bengal,Malda,11A.03,"Birbhum, Murshidabad, Maldah & Dakshin Dinajpur districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Murshidabad,11A.03,"Birbhum, Murshidabad, Maldah & Dakshin Dinajpur districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Nadia,10.49,Nadia (EAAA) District and North 24 Parganas (EAAA) District,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,Nadia,99.14,Kolkata Muncipal Corporation and Parts of Adjoining Districts,Bengal Gas Company Limited,Bengal Gas Company Limited,
West Bengal,North 24 Parganas,10.49,Nadia (EAAA) District and North 24 Parganas (EAAA) District,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,North 24 Parganas,99.14,Kolkata Muncipal Corporation and Parts of Adjoining Districts,Bengal Gas Company Limited,Bengal Gas Company Limited,
West Bengal,Paschim Bardhaman,9.86,Burdwan District,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
West Bengal,Paschim Medinipur,11.61,"East Mednipore, West Mednipore and Jhargram districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
West Bengal,Purba Bardhaman,9.86,Burdwan District,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
West Bengal,Purba Medinipur,11.61,"East Mednipore, West Mednipore and Jhargram districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
West Bengal,Purulia,11.60,Purulia and Bankura districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
West Bengal,South 24 Parganas,10.50,South 24 Parganas (EAAA) District,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
West Bengal,South 24 Parganas,99.14,Kolkata Muncipal Corporation and Parts of Adjoining Districts,Bengal Gas Company Limited,Bengal Gas Company Limited,
West Bengal,Uttar Dinajpur,10.47,"Darjeeling, Jalpaiguri and Uttar Dinajpur Districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
